row,subj,time,trial,stimulus,guess
929,185,1478559911542,4,BBBBBOOO,OBOBBBOB
930,185,1478560077832,0,BBBOOOBO,OBBOOBOB
931,186,1478560097998,1,OOOBBOOB,OOOOBBOO
932,186,1478560115367,2,BBBOOBBB,BBBBOOBB
933,186,1478560139977,3,OBBBOOOO,OOOBBOBO
934,186,1478560160417,4,BOBBBOOO,BBOOBBOB
935,186,1478560480409,0,OOBBBBBO,OBBOBOOO
936,187,1478560518433,1,OBOOBOBB,BBOBBOBB
937,187,1478560569626,2,OBOOOBBO,BOBOBBOB
938,187,1478560602533,3,BOOOBBOB,OOBBBOBO
939,187,1478560647171,4,OOOBOBBB,BBBBBOBO
940,187,1478560148022,0,BOBBBBOB,BBBOBBBO
941,188,1478560158275,1,OOBOOOOB,OBOOOOOO
942,188,1478560166370,2,OBOBBBBO,BBBBBBBB
943,188,1478560174695,3,OOOBOOOB,BOOBOBOO
944,188,1478560197019,4,OBOOOOBO,OBOOBOOB
945,188,1478560306516,0,BOOOBBOO,OBBOOOOO
946,189,1478560321227,1,BOBOBBOB,BBBBBBBB
947,189,1478560422192,2,OBOBBBBB,BOOOOOBB
948,189,1478560450856,3,BBBBOOOB,BBBBBBBB
949,189,1478560472023,4,BOBOOOOO,BBBBBBBB
950,189,1478560396549,0,OOBBOOBO,BBOBBOOO
951,190,1478560428940,1,OOBBBOBB,BOOOOOOO
952,190,1478560466834,2,BBOBOBOO,BOBBOOBO
953,190,1478560491537,3,BBBBBBBO,OBBOBBBB
954,190,1478560517350,4,OOBOOOOB,OBOOOBOO
955,190,1478560420156,0,OBBOBOBB,OOOBOOOO
956,191,1478560445760,1,OOOOBOOB,BBBOBBBB
957,191,1478560457407,2,BBOOBBOO,BOOBBBBB
958,191,1478560471677,3,OBOOOOOO,OOBOBOOO
959,191,1478560493762,4,BBOBOBBB,OBOBBOBB
960,191,1478560476910,0,OBOBBOOO,OBBOOBOO
961,192,1478560536217,1,BOBOBOOB,OBBOBBOO
962,192,1478560557811,2,BOBOOOOO,OOBBOOBO
963,192,1478560580693,3,OOBBOOBB,OBOBBOOB
964,192,1478560604312,4,OOOOBOBO,OBBOBBBB
965,192,1478560895436,0,OBOBBOOO,OOOBOOBB
966,193,1478560931964,1,BBBBOBBO,OOBBBBBB
967,193,1478560960491,2,BBOBBBBB,OOBOBBBB
968,193,1478560985386,3,OBBBBOBO,BOBBBBBB
969,193,1478561012932,4,OOBBBOOO,BBOBBBBB
970,193,1478560803567,0,OOOOOBOB,OBOOOBOB
971,194,1478560822638,1,OBOOBBBB,OBOBOBBO
972,194,1478560831915,2,BOBOOBBB,OOOBBOBO
973,194,1478560840976,3,BOBBBBOO,OOOBBBBO
974,194,1478560850503,4,OBOBOBBO,OBBBOOBO
975,194,1478560830403,0,OOOOBBOB,OOOBOOOB
976,195,1478560853320,1,OBOOBBBO,OOBOBOBO
977,195,1478560865801,2,BOBBOOBO,BBOOBOOB
978,195,1478560878371,3,OBOOBBOB,OOBOBOOB
979,195,1478560892766,4,OOBOBOOO,BBOOBOOB
980,195,1478561008158,0,BBOOOBBB,BBOBBOBO
981,196,1478561022598,1,OOOBBBOO,BOOBBBOO
982,196,1478561035790,2,OBBBOOBO,BOOOOOOB
983,196,1478561048606,3,OOOBBOOB,BBBBBBOO
984,196,1478561064886,4,BOBOOBOO,OOOOOBOB
985,196,1478561331255,0,BOBOOBOB,OBOBBBBB
986,197,1478561356704,1,BBBBBOOO,OOBBBBBB
987,197,1478561389063,2,BOOOBBBB,OOOOOBBB
988,197,1478561410577,3,BBOBOBOO,BBBBBBBB
989,197,1478561433040,4,BBOOBBOO,BBBBBBBB
990,197,1478561441178,0,BOBOBBOO,BOBOBOBO
991,198,1478561459249,1,OBOOBBOO,OBOBOOOO
992,198,1478561471499,2,BBOOBBBO,BOBOOBBB
993,198,1478561484131,3,BBOBBBBO,OBOOBOBB
994,198,1478561499347,4,OOOBOBOO,BBBOBBBO
995,198,1478561536019,0,BBBBOBOB,BOOBBOBO
996,199,1478561551866,1,BOBBBBOO,BBOBBBBB
997,199,1478561569735,2,OOBBBBBB,BOOBBBBB
998,199,1478561585232,3,OBOBBBOO,OBOOBBBO
999,199,1478561599720,4,BBBOOOOB,BBOBBOOB
1000,199,1478561680245,0,OOOOOOOB,BBOBOOOO
1001,200,1478561704005,1,BOBOOOBO,OBOBOOBO
1002,200,1478561727533,2,OBBOBBOO,OOBBOBBO
1003,200,1478561746149,3,BBOOOBBB,BOBOOBOB
1004,200,1478561762420,4,OBBOBBBO,BBOBOBBB
1005,200,1478562009899,0,BBOBBOOB,OBBOBBOO
1006,201,1478562031796,1,BBOOOBOB,OOOOBBBO
1007,201,1478562049863,2,BOOBBBOB,BBOOBBOO
1008,201,1478562065576,3,BOBBOOOO,BBOBBOOO
1009,201,1478562086504,4,OOOBBOBB,BOOBBOBB
1010,201,1478562096577,0,OOOOOOOB,BOBBBOOO
1011,202,1478562107127,1,BOOOOBOO,OBBBOOBO
1012,202,1478562117208,2,BBOOOOOO,BOOBBOBB
1013,202,1478562127327,3,BOOBOOOB,OBBBBOOO
1014,202,1478562136569,4,OBBBOOOO,OOOOBBBB
1015,202,1478562136505,0,BBOBBBOO,BBBBOBBB
1016,203,1478562161280,1,OBOOOOBB,BOBBBOOB
1017,203,1478562185520,2,OOBOBOOO,OBOBBBBB
1018,203,1478562206208,3,OBBOOOBB,BOBBBOOO
1019,203,1478562230914,4,OOBOOOOO,OOBBOOOB
1020,203,1478562261828,0,BBBBBOOB,OBBOBBOO
1021,204,1478562275553,1,BBBBBBBO,OBBBBOBO
1022,204,1478562290561,2,BBBBOOBO,OBBBBBOB
1023,204,1478562305297,3,OBOOBBBB,OOOOBBOB
1024,204,1478562322257,4,OOOBOBOO,OBOBBOBB
1025,204,1478562273035,0,BOOBBBOO,BOBBBOOB
1026,205,1478562292586,1,OBBBOOBB,BBOOOOBB
1027,205,1478562308704,2,BOBOBOOB,BBOOOBOO
1028,205,1478562326092,3,OBOBBBOB,BBBBOOOB
1029,205,1478562341942,4,BOOOBBBB,OOOBBOOO
1030,205,1478562378038,0,OBOOBBOO,BOOBOOBB
1031,206,1478562416605,1,BBOBBBBB,BOBOOOBB
1032,206,1478562444467,2,OOOBOOBO,OBOBOBOB
1033,206,1478562478817,3,BOBBBOBO,BBOBBBOB
1034,206,1478562498622,4,OBOOBOOB,BOBBOBOB
1035,206,1478562854931,0,BOOBOOBB,OOBOBOBO
1036,207,1478562874995,1,OOBOOOBB,BOBBOBOB
1037,207,1478562895779,2,OOOOBBOO,BBOBOBBO
1038,207,1478562917163,3,OBBBOBOO,BOOBOBBO
1039,207,1478562942355,4,BOBBOOOB,BOBOOOBO
1040,207,1478562878353,0,BBOBOBBO,BBOBOOOB
1041,208,1478562900200,1,BBBOBOBO,BBOOBOOO
1042,208,1478562920575,2,OBOBBOBO,BBOOOOOB
1043,208,1478562935762,3,BOBOBBOB,OOBBBBOB
1044,208,1478562955865,4,OBBOBOBO,OOOOOOOO
1045,208,1478563070698,0,BBOOOOOO,OOBBBBBB
1046,209,1478563088231,1,BBBOOBOO,OBBOOBOB
1047,209,1478563105789,2,BOBOBBBO,BOOBBBOO
1048,209,1478563119805,3,BOOOBOOB,OBBBBOOB
1049,209,1478563131797,4,OBBOOOBB,OOBBOOOB
1050,209,1478563209789,0,BOOBOOOB,BOBOBOBB
1051,210,1478563236621,1,OBOOBBBO,BOOOBOBO
1052,210,1478563247206,2,OBOBOOBB,BOBOBOOO
1053,210,1478563263797,3,OBOBBBBB,OBOBBOBB
1054,210,1478563278532,4,BBBOBOOO,OBBBOBOB
1055,210,1478564113109,0,BBOOOOOB,OBBBOBOO
1056,211,1478564128598,1,OOOBBBOO,BOOOBOBO
1057,211,1478564143848,2,BOOOOOBB,OBOOOOBO
1058,211,1478564184732,3,BOBOBBBO,BBOOOBOB
1059,211,1478564197260,4,BOBBBBOO,OOBOBBOB
1060,211,1478564586220,0,OBBOBBOO,OBBOOBOB
1061,212,1478564611541,1,BBBOOBOO,OOOBOOBO
1062,212,1478564636169,2,OOOOOBBB,BOOBOOBO
1063,212,1478564656308,3,OBBOOOBB,OOBOOBOB
1064,212,1478564673380,4,OBOOOOOO,BOOBOOBO
1065,212,1478566845134,0,BOBBOBOO,OBOBBBOB
1066,213,1478566887890,1,OBBBBBOB,OBOBBOBO
1067,213,1478566895436,2,OBOBOBBO,OBOBOBOB
1068,213,1478566902316,3,OOOOBOOO,OBOBOBOB
1069,213,1478566909519,4,BOOOOBOO,OOBBOBBO
1070,213,1478567603037,0,BOBOOBBB,BOBOBBOB
1071,214,1478567647617,1,BOBBOBBB,BBBOOOBB
1072,214,1478567688600,2,BBOBBOOO,BBOOOOOB
1073,214,1478567725860,3,OOBBOOBB,OOOBBOBB
1074,214,1478567851966,4,BBBOOOOO,OBOOOBBB
1075,214,1478568160325,0,OOBOBOBO,OOOOBBOO
1076,215,1478568203163,1,OBBBOOOB,BBBOOOOB
1077,215,1478568241043,2,OBOBOOBO,OBBBBOBO
1078,215,1478568281394,3,BOOBBOBB,OBBBOOOB
1079,215,1478568313343,4,BBBOBBBO,OOOBBOOO
1080,215,1478568532481,0,OBOBBBBB,OBBBOOOB
1081,216,1478568553566,1,BOOOBBOO,OBBOOBBO
1082,216,1478568572173,2,BOBBOBBO,OBBOOOBB
1083,216,1478568588969,3,BOOOOBOB,OBBOOOBB
1084,216,1478568617240,4,OOBBBBBB,BBBOBBOO
1085,216,1478568617911,0,BOBOBBOO,OBBOBOOB
1086,217,1478568654846,1,BBOBOBBO,BOBOBBBO
1087,217,1478568690507,2,OBOOOBBO,OOOBOBOB
1088,217,1478568720861,3,OBOOBBOB,OOOBOOOO
1089,217,1478568749106,4,OOBOBOBO,OBBBBOBO
1090,217,1478570473090,0,BBOOBBBO,OBBBBBOB
1091,218,1478570503755,1,OBOOBBOB,OBBOOOOO
1092,218,1478570524667,2,BOBBOOBB,OBOOOBOB
1093,218,1478570538096,3,BOBOOOBO,OOOOOBOB
1094,218,1478570549695,4,OOBBBBBO,OBOBOOBB
1095,218,1478570140195,0,BBOBBBBO,BBBOOOBO
1096,219,1478570160079,1,BBOOOBBB,OBBBOOBB
1097,219,1478570178247,2,BBOOOOBO,OBBOBOOB
1098,219,1478570196491,3,BOBOBBBB,OBOBBBOB
1099,219,1478570211362,4,OBOOOOBO,OOBBOBOB
1100,219,1478570193702,0,BOBOOBOB,OBOOBBOB
1101,220,1478570225313,1,OOOOOBBB,BBOOBOBB
1102,220,1478570246315,2,OOBBOOBO,BOBBOOBB
1103,220,1478570265162,3,BOOOBOOO,BBOBOOOO
1104,220,1478570282859,4,OOOOBOOO,BBOOBBBO
1105,220,1478570647801,0,BBOOBBOO,BBOBBBOO
1106,221,1478570679775,1,BBOBBOOO,BOBOBBOB
1107,221,1478571006509,0,BOOOOOOO,BBOBBOBB
1108,221,1478571021721,1,BBBBOOBO,BOBBBOOB
1109,221,1478571033890,2,BBBBBBBO,BBBBBBBB
1110,221,1478571047563,3,OOBBOOBB,BOOBOBOO
1111,222,1478571058938,4,OOBOOOOO,BOOBOOOO
1112,222,1478571169035,0,OOBOBOBO,OBOOBOOB
1113,222,1478571214306,1,BOBBBOOB,BBOOOBOO
1114,222,1478571244962,2,OBBOOBOO,OOOBOOBO
1115,222,1478571285474,3,BOBBOBOO,BOBOOBBO
1116,223,1478571317314,4,BBOBOBOB,OBBOOBBO
1117,223,1478571210589,0,BOBBBOBB,OOOOOBOO
1118,223,1478571248269,1,BOOOBBBO,OBBBBOOB
1119,223,1478571285677,2,OOOBBBOB,BBOBOBOO
1120,223,1478571314541,3,BBBBOBBB,BBBOOBBB
1121,224,1478571354548,4,OBOOOBBO,OBBBOBBB
1122,224,1478571416867,0,BOOOBOBB,OOBBOOOB
1123,224,1478571439987,1,OBBOOBOO,OBBOOBBB
1124,224,1478571455379,2,OBOOBOOO,OOOBBBOO
1125,224,1478571469907,3,BBBBOOBB,OBOBBOOO
1126,225,1478571484487,4,BOOOBOBB,OOBOOOBO
1127,225,1478571411959,0,BBBOOBBB,OBOBOBOB
1128,225,1478571433629,1,OBOBBOOO,BOBOBOOB
1129,225,1478571449468,2,BBBBOOOB,OBBOBOBB
1130,225,1478571463772,3,BBOOBOBB,OBOBOBOB
1131,226,1478571476268,4,OBBOOOOO,OBBBBBBO
1132,226,1478571534330,0,BOBBBBOB,OBOBBOBB
1133,226,1478571548675,1,OBBBBBBB,OBBOBBBB
1134,226,1478571559519,2,BBBOOOBO,BOOBOBBO
1135,226,1478571568102,3,BBBOOOBB,BBBOOOOO
1136,227,1478571577454,4,BBOOOOOB,BBBOOOOO
1137,227,1478572063332,0,BOBOOOOB,OBOOBBOO
1138,227,1478572091271,1,OBOOBOOB,BOOBOBBO
1139,227,1478572132793,2,BOBBOOBO,OBOOBOOB
1140,227,1478572158257,3,BBBOBOBO,BBBBOBBO
1141,228,1478572191814,4,OOOBOBBB,OBOOBOBB
1142,228,1478572114495,0,OOBBOOOB,BBOBOOBB
1143,228,1478572140608,1,OOBOOOOO,BBOOOBOO
1144,228,1478572165178,2,BBBOBOOO,OOOOOBOB
1145,228,1478572191561,3,OBOBBBOB,OOOOBBOO
1146,229,1478572213726,4,OBBBBOBO,OOBOBBOO
1147,229,1478572750828,0,BBOBBBBO,BBOOBOOB
1148,229,1478572775748,1,OBBOOOBO,OOOBBOOO
1149,229,1478572795137,2,BOBBBOOB,BBOOBBBO
1150,229,1478572810154,3,OOOOBBBO,OBOOOOBB
1151,230,1478572827518,4,OBBBOBBO,BOBOBBBB
1152,230,1478573752584,0,OOBOOBBB,BBOOOBOO
1153,230,1478573780735,1,OOOBOOOB,OOBBBOOB
1154,230,1478573808823,2,BBBBOOBB,OBOOOBOB
1155,230,1478573839191,3,OBOOOBOO,BBOBOOBO
1156,231,1478573876399,4,BBBOBOOB,OOOOOBOO
1157,231,1478573815942,0,OOOOBOOB,BOOOOBOO
1158,231,1478573854279,1,BOOOOBBB,BBBOOOOO
1159,231,1478573884755,2,OBOBBBBO,BOBBOBBB
1160,231,1478573924847,3,OBBOOBOO,BBOBOOBO
1161,232,1478573948955,4,BOOOOOBB,BOBOOBOO
1162,232,1478573953453,0,OOOOBOOO,BOOOOBOO
1163,232,1478573974819,1,BOOOBBBO,BBOOOBBO
1164,232,1478573993285,2,BBBBOBOB,OBBOOOOO
1165,232,1478574007847,3,OOOBBOOO,OOBOBOOO
1166,233,1478574023658,4,OBBOBBBB,OOBOOBOB
1167,233,1478574462682,0,OOBBBBOB,BBBOOOBB
1168,233,1478574491121,1,OBBBBBBB,OOOBBBOB
1169,233,1478574516296,2,OBOBOOOO,BBBBOBBO
1170,233,1478574544671,3,BOOBOBOB,BBBOBOBB
1171,234,1478574569094,4,BBBOOOBO,OOOOOOBB
1172,234,1478574614398,0,BOBBBBOB,BBOBBBBB
1173,234,1478574680958,1,BOBBOBBO,BBBBBBOB
1174,234,1478574713146,2,BOBBOBOB,BOBOBBOB
1175,234,1478574760518,3,BBOBOBOB,BOOBOBOB
1176,235,1478574835127,4,BBBOOBBO,BOBOBOBO
1177,235,1478574917619,0,BBBOOBOO,BBBBBOBB
1178,235,1478574944443,1,OBOOBBBO,BBBBBBBB
1179,235,1478574966128,2,OOBBOOOB,OOOOOOOO
1180,235,1478574988310,3,BOBOBBBB,BBBBBBBB
1181,236,1478575009554,4,BOOBBBOO,BBBBBBBB
1182,236,1478574976832,0,OOOBBOBB,BBBBBOOO
1183,236,1478575002775,1,BBOOBBOO,BBOOOOOB
1184,236,1478575023199,2,OBBBBBOO,BOOOOOBO
1185,236,1478575039103,3,OOOBBOOO,OOOBBOOB
1186,237,1478575054744,4,OOOBOBBO,OOBOBOOO
1187,237,1478575165266,0,BBBOOOBB,OBBBOOBB
1188,237,1478575199881,1,OBOOBBBO,OOOBOOBO
1189,237,1478575220618,2,BBBBBBBO,OBBBBBBB
1190,237,1478575242648,3,OOOBOBOB,BOOOBOOB
1191,238,1478575262269,4,BBOOBBOB,BBBOOBBO
1192,238,1478575321789,0,OBBBOBOO,OOBOBBBB
1193,238,1478575350849,1,BBBOOOOB,OOOOOOOO
1194,238,1478575376431,2,BOOBOOOB,OBBBBBBB
1195,238,1478575395619,3,OOBBBOOO,OOOOOOOO
1196,239,1478575419871,4,BOOOOOBO,BBBBBBBB
1197,239,1478575366500,0,OBOOOBOO,BBBOBBBB
1198,239,1478575396443,1,BBOOOBBB,BBOBBOBO
1199,239,1478575423008,2,OBBOBBOO,OBOOBBOB
1200,239,1478575444495,3,BBOBOBBB,OOBBBOOB
1201,240,1478575461475,4,OBOBBBOB,OBOBOOBO
1202,240,1478576780669,0,OOOOBOBO,BBBOOOBB
1203,240,1478576825678,1,OOBOOOOB,BBOOOBOO
1204,240,1478576862061,2,OOOBOBBB,OOOBOOBO
1205,240,1478576894787,3,OBBBOOBB,BBOOOOOB
1206,241,1478576918765,4,OOBOBOBB,BOOOOBOB
1207,241,1478577739836,0,BOOBOBOO,OBBBOOOB
1208,241,1478577764395,1,OBOBBOBB,BOOOOOBB
1209,241,1478577783991,2,BBBOBBOB,BOBBOBOO
1210,241,1478577803207,3,OOBBBBOB,OBOOOBBO
1211,242,1478577822010,4,OBOBBBOB,BOOBOOBO
1212,242,1478578375755,0,OOOOOOBB,BBBOOOOB
1213,242,1478578407035,1,BOOOOOOO,BBBOBOOO
1214,242,1478578433480,2,OOOOBBOO,BOOOOBBO
1215,242,1478578458449,3,OBBOBOBO,BOBBOBBB
1216,243,1478578483888,4,OBBOBBBO,BBBBOBBB
1217,243,1478579117999,0,BOBBOOOB,BOOOOBBO
1218,243,1478579163219,1,BBBOOBBO,BBOOBOBB
1219,243,1478579191353,2,BOOOOBOO,BBOBOOBO
1220,243,1478579230747,3,OOOBBOOO,OOOBBOBO
1221,244,1478579282109,4,BBBOBBBO,BBOBBOBO
1222,244,1478579715683,0,BBBBBOBO,BBOOBBOO
1223,244,1478579763304,1,OBBOBBBO,OOOBBBOB
1224,244,1478579793613,2,BBBBBOOO,OOBBBBBB
1225,244,1478579829444,3,BOBBOOOB,OBBOBBOB
1226,245,1478579848434,4,BOBOBOBO,BBBOBOBO
1227,245,1478580277512,0,OBOBOOOO,BOBOBBBO
1228,245,1478580294415,1,OBOBBOBO,BBOBOBOO
1229,245,1478580313519,2,OBOOOBOB,BOOBOOBO
1230,245,1478580370663,3,BOOOOBOO,BBOOBBOB
1231,246,1478580384487,4,OBOOOBBB,OOOBOOOB
1232,246,1478581047403,0,OBOOBOBO,BOBOBOOB
1233,246,1478581077857,1,BOBBBOOO,BBBOOOBO
1234,246,1478581108977,2,OOOBBOBB,OBBBOBOB
1235,246,1478581131571,3,BOOBOBOB,OBOOBOOO
1236,247,1478581156122,4,OOOOBOOB,BBBBBOOO
1237,247,1478581337075,0,BOBOOBOB,BOBOBBBB
1238,247,1478581383162,1,OOOBBBBO,OBBBBBOO
1239,247,1478581448329,2,OBOOOOBO,BOBBBBOB
1240,247,1478581507521,3,BBOOBOOO,BBOOBBBB
1241,248,1478581543261,4,BBOOOOOB,OBBBOOOO
1242,248,1478586037183,0,OBBOOBBO,BOOOOBOO
1243,248,1478586055034,1,OOBOBBBB,BBBBOBBB
1244,248,1478586071754,2,OBOOBOBO,BBBBBBOO
1245,248,1478586088650,3,BBBBOBBO,BBOBBOBB
1246,249,1478586119372,4,OOOOOOOB,OOBOOOOO
1247,249,1478587387412,0,OBBOBOBB,BOOOOOOB
1248,249,1478587493288,1,OOBBOBBB,BBBOOOBO
1249,249,1478587563758,2,BOBBOOBO,BOOBOBBO
1250,249,1478587630027,3,BOOBBBOB,BBBBBOBB
1251,250,1478587691615,4,OBBBBBBB,BOBOOOOO
1252,250,1478620865749,0,OBBOOOBO,BOBBOOBB
1253,250,1478621122387,1,OBBOOOBB,BBOBBBBB
1254,250,1478623710214,2,BOBBOOOB,OBBBBOOO
1255,250,1478623822841,3,OBOBOOOB,OOBBBBOO
1256,251,1478620925148,0,OBBBBOBB,OOBOBBBB
1257,251,1478620955516,1,OOOBBBOB,OBOOOBOO
1258,251,1478620978331,2,OOOOBBOO,OBOBBBBO
1259,251,1478620997979,3,OBBBBOBB,OBBBOOOB
1260,251,1478621024018,4,BOBOOOBO,OOOOBBBO
1261,252,1478620977715,0,BBOBBBBB,BBBBOOBB
1262,252,1478620995173,1,OBOBOOBO,BBBBOBBO
1263,252,1478621021316,2,OOOOOBBB,BBOOOOOO
1264,252,1478621035188,3,OOBOOOOO,BBOBBBOO
1265,252,1478621050207,4,BBBOBOOO,BBBBBBBB
1266,253,1478621833566,0,BOBOBOBO,BBBOBOBO
1267,253,1478621863211,1,OBOBOBOB,BBOBOBOB
1268,253,1478621879783,2,BBOOOBOB,OBOOBBOO
1269,253,1478621899435,3,BOBOOOOB,OBBOBOBB
1270,253,1478621915732,4,BOOOBBBB,BOBOOOBB
1271,254,1478639232252,0,BBBOOOOB,OBBBOOBO
1272,254,1478621329193,0,BBOOOOBO,OOOOOOOO
1273,254,1478621340459,1,OBOBBOBO,BBBBOBOO
1274,254,1478621349664,2,BOOOOOOO,BOBOOOOB
1275,254,1478621359101,3,BOOBBOBB,BOBOBBOB
1276,255,1478621369201,4,BBOOBBOB,OBBOBOBO
1277,255,1478621608354,0,BBOOBBOO,OBBBBBBB
1278,255,1478621631555,1,BBOBBOOO,OBOOBOBB
1279,255,1478621647498,2,BBBOOOBB,OBBBBBBB
1280,255,1478621673625,3,OOOOOBOB,BBBBBBBB
1281,256,1478621686446,4,BOBOBBBB,OBOBOBOB
1282,256,1478622122496,0,BOBBOOBB,BOBOOOBB
1283,256,1478622157752,1,BBOBBBBB,OOOOBOOO
1284,256,1478622182959,2,OOOBBBBB,BOOOOOOO
1285,256,1478622209840,3,OBOBOOOO,BOOOOBBO
1286,257,1478622229848,4,BBOBOBBB,BBBOBOOB
1287,257,1478622298372,0,OBBBBBOO,BBBOOBBB
1288,257,1478622323249,1,OOBBBOBO,BOOBOBBO
1289,257,1478622346381,2,OOBBOOBB,OOOBOOBB
1290,257,1478622371958,3,OBBBOOBB,BOBOBOOB
1291,258,1478622394342,4,OBOOBOOO,OOOBBOOB
1292,258,1478622440604,0,OBBBBBBB,BOOOBBOB
1293,258,1478622491162,1,OBBBOOOO,BBBBBBOO
1294,258,1478622513337,2,OBBBOBBB,BOBBBOBB
1295,258,1478622533460,3,BOOOBOOO,BOBOOBOO
1296,259,1478622562347,4,OOBOOOOB,BOOBOOBO
1297,259,1478622382290,0,BOOOBOOB,BBBOOBOO
1298,259,1478622395801,1,OOOBBBBO,BOOOBBOB
1299,259,1478622410914,2,OBOBBBBB,BOBOOBBB
1300,259,1478622428498,3,OOBOOOBB,OOOBBOBO
1301,260,1478622442907,4,OOOOBBBB,OOOOOBBB
1302,260,1478622872328,0,OBBBOOOB,BOOBBOOB
1303,260,1478622926066,1,BOOOBBOO,OBOOBBBO
1304,260,1478622998335,2,BOOBOOBB,OBOOBOBB
1305,260,1478623081112,3,BBOBBBOO,BOBOBOOB
1306,261,1478623131457,4,OBBOBBBO,OOBOOBOB
1307,261,1478623672281,0,OBBOOOBO,OBBBBBOB
1308,261,1478623707296,1,OBBOOOBB,BBBOOOBO
1309,261,1478623746049,2,BOBBOOOB,OBBBBOBB
1310,261,1478623776701,3,OBOBOOOB,OOBOBOOB
1311,262,1478623811671,4,BBOOBBBB,OOOBOBOB
1312,262,1478624680182,0,BBBOOOOB,OBBOOBBB
1313,262,1478624697268,1,BOOBOOOB,OOBBBOBO
1314,262,1478624709715,2,OBOOOOBB,BBBOOBOB
1315,262,1478624722161,3,OBOOOOBB,OBOOBBOB
1316,263,1478624734404,4,BOOBOBOB,BBOBBOOB
1317,263,1478625248647,0,BBOBBBBO,OBOBOOBB
1318,263,1478625296501,1,OBBOOOBO,OBBOBOOB
1319,263,1478625333806,2,BOBBBOOB,BBBBOOOB
1320,263,1478625365021,3,OOOOBBBO,BBBOOBOO
1321,264,1478625390694,4,OBBBOBBO,OOBBOOBB
1322,264,1478627679646,0,OOOOBBOB,OBOOOBBO
1323,264,1478627719003,1,BOOBBBBB,OBOOBBBO
1324,264,1478627757459,2,OOBOOBBB,BOOBOOBB
1325,264,1478627787930,3,BBBBBOBO,OBBBBBOB
1326,265,1478627830392,4,BBBBBOOO,BBBBBBOO
