binli@binli-HP-Z420-Workstation:~/Desktop/BinCalGitDir/Fleet/Models/KidAlgo$ ./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --threads=4 --top=10000 --time=1h
-36.2695	",R/,R/,R/R,R/RBR/R,R/RBR/R,R/RBR/R,R/RBR/,/RB,GBGB"
-36.9626	",R/,R/,R/R,R/RBR/R,R/RBR/R,R/RBR/R,R/RBR/,/RB,GBGBGB"
-35.5073	",R/,R/,R/RB//,/RB,GB/R,R/RB//R,R/RB//,/RB,"
-36.2005	",R/,R/,R/RB//,/RB,GB/R,R/RB//R,R/RB//,/RB,GB"
-36.8936	",R/,R/,R/RB//,/RB,GB/R,R/RB//R,R/RB//,/RB,GBGB"
-36.2005	",R/,R/,R/RB//,/RB,GBGB/R,R/RB//R,R/RB//,/RB,"
-36.8936	",R/,R/,R/RB//,/RB,GBGB/R,R/RB//R,R/RB//,/RB,GB"
-36.8936	",R/,R/,R/RB//,/RB,GBGBGB/R,R/RB//R,R/RB//,/RB,"
-37.5868	",R/,R/,R/RB//,/RB,GBGBGBGB/R,R/RB//R,R/RB//,/RB,"
-35.5073	",R/,R/,R/RB//R,R/RB//,/RB,GB/R,R/RB//,/RB,"
-36.2005	",R/,R/,R/RB//R,R/RB//,/RB,GB/R,R/RB//,/RB,GB"
-36.8936	",R/,R/,R/RB//R,R/RB//,/RB,GB/R,R/RB//,/RB,GBGB"
-36.2005	",R/,R/,R/RB//R,R/RB//,/RB,GBGB/R,R/RB//,/RB,"
-36.8936	",R/,R/,R/RB//R,R/RB//,/RB,GBGB/R,R/RB//,/RB,GB"
-37.5868	",R/,R/,R/RB//R,R/RB//,/RB,GBGB/R,R/RB//,/RB,GBGB"
-36.8936	",R/,R/,R/RB//R,R/RB//,/RB,GBGBGB/R,R/RB//,/RB,"
-35.5073	",R/,R/,R/RB//R,R/RB//R,R/RB//,/RB,GB/,/RB,"
-36.2005	",R/,R/,R/RB//R,R/RB//R,R/RB//,/RB,GB/,/RB,GB"
-36.8936	",R/,R/,R/RB//R,R/RB//R,R/RB//,/RB,GB/,/RB,GBGB"
-36.2005	",R/,R/,R/RB//R,R/RB//R,R/RB//,/RB,GBGB/,/RB,"
-36.8936	",R/,R/,R/RB//R,R/RB//R,R/RB//,/RB,GBGB/,/RB,GB"
-36.8936	",R/,R/,R/RB//R,R/RB//R,R/RB//,/RB,GBGBGB/,/RB,"
-36.2005	",R/,R//RB,GB/,/RB,GB/R,/RB//R,/RB//,/RB,"
-36.8936	",R/,R//RB,GB/,/RB,GB/R,/RB//R,/RB//,/RB,GB"
-31.7161	",R/,R//RB,GB/,/RB,GB/R,R/RB//R,R/RB//,/RB,"
-32.4092	",R/,R//RB,GB/,/RB,GB/R,R/RB//R,R/RB//,/RB,GB"
-36.2695	",R/,R//RB,GB/,/RB,GB/R,R/RBR/R,R/RBR/,/RB,"
-36.9626	",R/,R//RB,GB/,/RB,GB/R,R/RBR/R,R/RBR/,/RB,GB"
-36.8936	",R/,R//RB,GB/,/RB,GBGB/R,/RB//R,/RB//,/RB,"
-37.5868	",R/,R//RB,GB/,/RB,GBGB/R,/RB//R,/RB//,/RB,GB"
-32.4092	",R/,R//RB,GB/,/RB,GBGB/R,R/RB//R,R/RB//,/RB,"
-33.1024	",R/,R//RB,GB/,/RB,GBGB/R,R/RB//R,R/RB//,/RB,GB"
-36.9626	",R/,R//RB,GB/,/RB,GBGB/R,R/RBR/R,R/RBR/,/RB,"
-37.6558	",R/,R//RB,GB/,/RB,GBGB/R,R/RBR/R,R/RBR/,/RB,GB"
-36.2005	",R/,R//RB,GB/R,/RB//,/RB,GB/R,/RB//,/RB,"
-36.8936	",R/,R//RB,GB/R,/RB//,/RB,GB/R,/RB//,/RB,GB"
-36.8936	",R/,R//RB,GB/R,/RB//,/RB,GBGB/R,/RB//,/RB,"
-36.2005	",R/,R//RB,GB/R,/RB//R,/RB//,/RB,GB/,/RB,"
-36.8936	",R/,R//RB,GB/R,/RB//R,/RB//,/RB,GB/,/RB,GB"
-36.8936	",R/,R//RB,GB/R,/RB//R,/RB//,/RB,GBGB/,/RB,"
-31.7161	",R/,R//RB,GB/R,R/RB//,/RB,GB/R,R/RB//,/RB,"
-32.4092	",R/,R//RB,GB/R,R/RB//,/RB,GB/R,R/RB//,/RB,GB"
-32.4092	",R/,R//RB,GB/R,R/RB//,/RB,GBGB/R,R/RB//,/RB,"
-31.7161	",R/,R//RB,GB/R,R/RB//R,R/RB//,/RB,GB/,/RB,"
-32.4092	",R/,R//RB,GB/R,R/RB//R,R/RB//,/RB,GB/,/RB,GB"
-32.4092	",R/,R//RB,GB/R,R/RB//R,R/RB//,/RB,GBGB/,/RB,"
-36.2695	",R/,R//RB,GB/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,"
-36.9626	",R/,R//RB,GB/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,GB"
-36.9626	",R/,R//RB,GB/R,R/RBR/,/RB,GBGB/R,R/RBR/,/RB,"
-36.2695	",R/,R//RB,GB/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,"
-36.9626	",R/,R//RB,GB/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,GB"
-36.9626	",R/,R//RB,GB/R,R/RBR/R,R/RBR/,/RB,GBGB/,/RB,"
-36.8936	",R/,R//RB,GBGB/,/RB,GB/R,/RB//R,/RB//,/RB,"
-32.4092	",R/,R//RB,GBGB/,/RB,GB/R,R/RB//R,R/RB//,/RB,"
-36.9626	",R/,R//RB,GBGB/,/RB,GB/R,R/RBR/R,R/RBR/,/RB,"
-36.8936	",R/,R//RB,GBGB/R,/RB//,/RB,GB/R,/RB//,/RB,"
-36.8936	",R/,R//RB,GBGB/R,/RB//R,/RB//,/RB,GB/,/RB,"
-32.4092	",R/,R//RB,GBGB/R,R/RB//,/RB,GB/R,R/RB//,/RB,"
-32.4092	",R/,R//RB,GBGB/R,R/RB//R,R/RB//,/RB,GB/,/RB,"
-36.9626	",R/,R//RB,GBGB/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,"
-36.9626	",R/,R//RB,GBGB/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,"
-35.5073	",R/,R/R,/RB//,/RB,GB/R,/RB//R,/RB//,/RB,"
-36.2005	",R/,R/R,/RB//,/RB,GB/R,/RB//R,/RB//,/RB,GB"
-36.8936	",R/,R/R,/RB//,/RB,GB/R,/RB//R,/RB//,/RB,GBGB"
-36.2005	",R/,R/R,/RB//,/RB,GBGB/R,/RB//R,/RB//,/RB,"
-36.8936	",R/,R/R,/RB//,/RB,GBGB/R,/RB//R,/RB//,/RB,GB"
-36.8936	",R/,R/R,/RB//,/RB,GBGBGB/R,/RB//R,/RB//,/RB,"
-37.5868	",R/,R/R,/RB//,/RB,GBGBGBGB/R,/RB//R,/RB//,/RB,"
-35.5073	",R/,R/R,/RB//R,/RB//,/RB,GB/R,/RB//,/RB,"
-36.2005	",R/,R/R,/RB//R,/RB//,/RB,GB/R,/RB//,/RB,GB"
-36.8936	",R/,R/R,/RB//R,/RB//,/RB,GB/R,/RB//,/RB,GBGB"
-36.2005	",R/,R/R,/RB//R,/RB//,/RB,GBGB/R,/RB//,/RB,"
-36.8936	",R/,R/R,/RB//R,/RB//,/RB,GBGB/R,/RB//,/RB,GB"
-37.5868	",R/,R/R,/RB//R,/RB//,/RB,GBGB/R,/RB//,/RB,GBGB"
-36.8936	",R/,R/R,/RB//R,/RB//,/RB,GBGBGB/R,/RB//,/RB,"
-35.5073	",R/,R/R,/RB//R,/RB//R,/RB//,/RB,GB/,/RB,"
-36.2005	",R/,R/R,/RB//R,/RB//R,/RB//,/RB,GB/,/RB,GB"
-36.8936	",R/,R/R,/RB//R,/RB//R,/RB//,/RB,GB/,/RB,GBGB"
-36.2005	",R/,R/R,/RB//R,/RB//R,/RB//,/RB,GBGB/,/RB,"
-36.8936	",R/,R/R,/RB//R,/RB//R,/RB//,/RB,GBGB/,/RB,GB"
-36.8936	",R/,R/R,/RB//R,/RB//R,/RB//,/RB,GBGBGB/,/RB,"
-31.0343	",R/,R/R,R/RB//,/RB,GB/R,R/RB//R,R/RB//,/RB,"
-31.7274	",R/,R/R,R/RB//,/RB,GB/R,R/RB//R,R/RB//,/RB,GB"
-32.4206	",R/,R/R,R/RB//,/RB,GB/R,R/RB//R,R/RB//,/RB,GBGB"
-31.7274	",R/,R/R,R/RB//,/RB,GBGB/R,R/RB//R,R/RB//,/RB,"
-32.4206	",R/,R/R,R/RB//,/RB,GBGB/R,R/RB//R,R/RB//,/RB,GB"
-32.4206	",R/,R/R,R/RB//,/RB,GBGBGB/R,R/RB//R,R/RB//,/RB,"
-33.1137	",R/,R/R,R/RB//,/RB,GBGBGBGB/R,R/RB//R,R/RB//,/RB,"
-31.0343	",R/,R/R,R/RB//R,R/RB//,/RB,GB/R,R/RB//,/RB,"
-31.7274	",R/,R/R,R/RB//R,R/RB//,/RB,GB/R,R/RB//,/RB,GB"
-32.4206	",R/,R/R,R/RB//R,R/RB//,/RB,GB/R,R/RB//,/RB,GBGB"
-31.7274	",R/,R/R,R/RB//R,R/RB//,/RB,GBGB/R,R/RB//,/RB,"
-32.4206	",R/,R/R,R/RB//R,R/RB//,/RB,GBGB/R,R/RB//,/RB,GB"
-33.1137	",R/,R/R,R/RB//R,R/RB//,/RB,GBGB/R,R/RB//,/RB,GBGB"
-32.4206	",R/,R/R,R/RB//R,R/RB//,/RB,GBGBGB/R,R/RB//,/RB,"
-31.0343	",R/,R/R,R/RB//R,R/RB//R,R/RB//,/RB,GB/,/RB,"
-31.7274	",R/,R/R,R/RB//R,R/RB//R,R/RB//,/RB,GB/,/RB,GB"
-32.4206	",R/,R/R,R/RB//R,R/RB//R,R/RB//,/RB,GB/,/RB,GBGB"
-31.7274	",R/,R/R,R/RB//R,R/RB//R,R/RB//,/RB,GBGB/,/RB,"
-32.4206	",R/,R/R,R/RB//R,R/RB//R,R/RB//,/RB,GBGB/,/RB,GB"
-32.4206	",R/,R/R,R/RB//R,R/RB//R,R/RB//,/RB,GBGBGB/,/RB,"
-35.5763	",R/,R/R,R/RBR/,/RB,GB/R,R/RBR/R,R/RBR/,/RB,"
-36.2695	",R/,R/R,R/RBR/,/RB,GB/R,R/RBR/R,R/RBR/,/RB,GB"
-36.9626	",R/,R/R,R/RBR/,/RB,GB/R,R/RBR/R,R/RBR/,/RB,GBGB"
-36.2695	",R/,R/R,R/RBR/,/RB,GBGB/R,R/RBR/R,R/RBR/,/RB,"
-36.9626	",R/,R/R,R/RBR/,/RB,GBGB/R,R/RBR/R,R/RBR/,/RB,GB"
-36.9626	",R/,R/R,R/RBR/,/RB,GBGBGB/R,R/RBR/R,R/RBR/,/RB,"
-37.6558	",R/,R/R,R/RBR/,/RB,GBGBGBGB/R,R/RBR/R,R/RBR/,/RB,"
-35.5763	",R/,R/R,R/RBR/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,"
-36.2695	",R/,R/R,R/RBR/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,GB"
-36.9626	",R/,R/R,R/RBR/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,GBGB"
-36.2695	",R/,R/R,R/RBR/R,R/RBR/,/RB,GBGB/R,R/RBR/,/RB,"
-36.9626	",R/,R/R,R/RBR/R,R/RBR/,/RB,GBGB/R,R/RBR/,/RB,GB"
-37.6558	",R/,R/R,R/RBR/R,R/RBR/,/RB,GBGB/R,R/RBR/,/RB,GBGB"
-36.9626	",R/,R/R,R/RBR/R,R/RBR/,/RB,GBGBGB/R,R/RBR/,/RB,"
-35.5763	",R/,R/R,R/RBR/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,"
-36.2695	",R/,R/R,R/RBR/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,GB"
-36.9626	",R/,R/R,R/RBR/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,GBGB"
-36.2695	",R/,R/R,R/RBR/R,R/RBR/R,R/RBR/,/RB,GBGB/,/RB,"
-36.9626	",R/,R/R,R/RBR/R,R/RBR/R,R/RBR/,/RB,GBGB/,/RB,GB"
-36.9626	",R/,R/R,R/RBR/R,R/RBR/R,R/RBR/,/RB,GBGBGB/,/RB,"
-36.2005	",R/,R/RB//,/RB,GB/,/RB,GB/R,R/RB//,/RB,"
-36.8936	",R/,R/RB//,/RB,GB/,/RB,GB/R,R/RB//,/RB,GB"
-36.8936	",R/,R/RB//,/RB,GB/,/RB,GBGB/R,R/RB//,/RB,"
-36.2005	",R/,R/RB//,/RB,GB/R,R/RB//,/RB,GB/,/RB,"
-36.8936	",R/,R/RB//,/RB,GB/R,R/RB//,/RB,GB/,/RB,GB"
-36.8936	",R/,R/RB//,/RB,GB/R,R/RB//,/RB,GBGB/,/RB,"
-37.5868	",R/,R/RB//,/RB,GB/R,R/RB//,/RB,GBGBGB/,/RB,"
-36.8936	",R/,R/RB//,/RB,GBGB/,/RB,GB/R,R/RB//,/RB,"
-36.8936	",R/,R/RB//,/RB,GBGB/R,R/RB//,/RB,GB/,/RB,"
-36.2005	",R/,R/RB//R,R/RB//,/RB,GB/,/RB,GB/,/RB,"
-36.8936	",R/,R/RB//R,R/RB//,/RB,GB/,/RB,GB/,/RB,GB"
-36.8936	",R/,R/RB//R,R/RB//,/RB,GB/,/RB,GBGB/,/RB,"
-36.8936	",R/,R/RB//R,R/RB//,/RB,GBGB/,/RB,GB/,/RB,"
-37.5868	",R/,R/RB//R,R/RB//,/RB,GBGB/,/RB,GBGB/,/RB,"
-36.8936	",R//RB,GB/,/RB,GB/,/RB,GB/R,/RB//,/RB,"
-32.4092	",R//RB,GB/,/RB,GB/,/RB,GB/R,R/RB//,/RB,"
-36.9626	",R//RB,GB/,/RB,GB/,/RB,GB/R,R/RBR/,/RB,"
-36.8936	",R//RB,GB/,/RB,GB/R,/RB//,/RB,GB/,/RB,"
-32.4092	",R//RB,GB/,/RB,GB/R,R/RB//,/RB,GB/,/RB,"
-36.9626	",R//RB,GB/,/RB,GB/R,R/RBR/,/RB,GB/,/RB,"
-36.8936	",R//RB,GB/R,/RB//,/RB,GB/,/RB,GB/,/RB,"
-32.4092	",R//RB,GB/R,R/RB//,/RB,GB/,/RB,GB/,/RB,"
-36.9626	",R//RB,GB/R,R/RBR/,/RB,GB/,/RB,GB/,/RB,"
-31.688	",R/G/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB"
-36.2005	",R/R,/RB//,/RB,GB/,/RB,GB/R,/RB//,/RB,"
-36.8936	",R/R,/RB//,/RB,GB/,/RB,GB/R,/RB//,/RB,GB"
-36.8936	",R/R,/RB//,/RB,GB/,/RB,GBGB/R,/RB//,/RB,"
-36.2005	",R/R,/RB//,/RB,GB/R,/RB//,/RB,GB/,/RB,"
-36.8936	",R/R,/RB//,/RB,GB/R,/RB//,/RB,GB/,/RB,GB"
-36.8936	",R/R,/RB//,/RB,GB/R,/RB//,/RB,GBGB/,/RB,"
-37.5868	",R/R,/RB//,/RB,GB/R,/RB//,/RB,GBGBGB/,/RB,"
-36.8936	",R/R,/RB//,/RB,GBGB/,/RB,GB/R,/RB//,/RB,"
-36.8936	",R/R,/RB//,/RB,GBGB/R,/RB//,/RB,GB/,/RB,"
-36.2005	",R/R,/RB//R,/RB//,/RB,GB/,/RB,GB/,/RB,"
-36.8936	",R/R,/RB//R,/RB//,/RB,GB/,/RB,GB/,/RB,GB"
-36.8936	",R/R,/RB//R,/RB//,/RB,GB/,/RB,GBGB/,/RB,"
-36.8936	",R/R,/RB//R,/RB//,/RB,GBGB/,/RB,GB/,/RB,"
-37.5868	",R/R,/RB//R,/RB//,/RB,GBGB/,/RB,GBGB/,/RB,"
-31.7274	",R/R,R/RB//,/RB,GB/,/RB,GB/R,R/RB//,/RB,"
-32.4206	",R/R,R/RB//,/RB,GB/,/RB,GB/R,R/RB//,/RB,GB"
-32.4206	",R/R,R/RB//,/RB,GB/,/RB,GBGB/R,R/RB//,/RB,"
-31.7274	",R/R,R/RB//,/RB,GB/R,R/RB//,/RB,GB/,/RB,"
-32.4206	",R/R,R/RB//,/RB,GB/R,R/RB//,/RB,GB/,/RB,GB"
-32.4206	",R/R,R/RB//,/RB,GB/R,R/RB//,/RB,GBGB/,/RB,"
-33.1137	",R/R,R/RB//,/RB,GB/R,R/RB//,/RB,GBGBGB/,/RB,"
-32.4206	",R/R,R/RB//,/RB,GBGB/,/RB,GB/R,R/RB//,/RB,"
-32.4206	",R/R,R/RB//,/RB,GBGB/R,R/RB//,/RB,GB/,/RB,"
-31.7274	",R/R,R/RB//R,R/RB//,/RB,GB/,/RB,GB/,/RB,"
-32.4206	",R/R,R/RB//R,R/RB//,/RB,GB/,/RB,GB/,/RB,GB"
-32.4206	",R/R,R/RB//R,R/RB//,/RB,GB/,/RB,GBGB/,/RB,"
-32.4206	",R/R,R/RB//R,R/RB//,/RB,GBGB/,/RB,GB/,/RB,"
-33.1137	",R/R,R/RB//R,R/RB//,/RB,GBGB/,/RB,GBGB/,/RB,"
-36.2695	",R/R,R/RBR/,/RB,GB/,/RB,GB/R,R/RBR/,/RB,"
-36.9626	",R/R,R/RBR/,/RB,GB/,/RB,GB/R,R/RBR/,/RB,GB"
-36.9626	",R/R,R/RBR/,/RB,GB/,/RB,GBGB/R,R/RBR/,/RB,"
-36.2695	",R/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,GB/,/RB,"
-36.9626	",R/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,GB/,/RB,GB"
-36.9626	",R/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,GBGB/,/RB,"
-37.6558	",R/R,R/RBR/,/RB,GB/R,R/RBR/,/RB,GBGBGB/,/RB,"
-36.9626	",R/R,R/RBR/,/RB,GBGB/,/RB,GB/R,R/RBR/,/RB,"
-36.9626	",R/R,R/RBR/,/RB,GBGB/R,R/RBR/,/RB,GB/,/RB,"
-36.2695	",R/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,GB/,/RB,"
-36.9626	",R/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,GB/,/RB,GB"
-36.9626	",R/R,R/RBR/R,R/RBR/,/RB,GB/,/RB,GBGB/,/RB,"
-36.9626	",R/R,R/RBR/R,R/RBR/,/RB,GBGB/,/RB,GB/,/RB,"
-37.6558	",R/R,R/RBR/R,R/RBR/,/RB,GBGB/,/RB,GBGB/,/RB,"
-36.8936	",R/RB//,/RB,GB/,/RB,GB/,/RB,GB/,/RB,"
-31.0311	"/,/,///RB,GB//,/,/,//RB,/,/RB,"
-31.7243	"/,/,///RB,GB//,/,/,//RB,/,/RB,GB"
-32.4174	"/,/,///RB,GB//,/,/,//RB,/,/RB,GBGB"
-33.1106	"/,/,///RB,GB//,/,/,//RB,/,/RB,GBGBGB"
-33.8037	"/,/,///RB,GB//,/,/,//RB,/,/RB,GBGBGBGB"
-34.4969	"/,/,///RB,GB//,/,/,//RB,/,/RB,GBGBGBGBGB"
-35.19	"/,/,///RB,GB//,/,/,//RB,/,/RB,GBGBGBGBGBGB"
-31.7243	"/,/,///RB,GBGB//,/,/,//RB,/,/RB,"
-32.4174	"/,/,///RB,GBGB//,/,/,//RB,/,/RB,GB"
-33.1106	"/,/,///RB,GBGB//,/,/,//RB,/,/RB,GBGB"
-33.8037	"/,/,///RB,GBGB//,/,/,//RB,/,/RB,GBGBGB"
-34.4969	"/,/,///RB,GBGB//,/,/,//RB,/,/RB,GBGBGBGB"
-35.19	"/,/,///RB,GBGB//,/,/,//RB,/,/RB,GBGBGBGBGB"
-32.4174	"/,/,///RB,GBGBGB//,/,/,//RB,/,/RB,"
-33.1106	"/,/,///RB,GBGBGB//,/,/,//RB,/,/RB,GB"
-33.8037	"/,/,///RB,GBGBGB//,/,/,//RB,/,/RB,GBGB"
-34.4969	"/,/,///RB,GBGBGB//,/,/,//RB,/,/RB,GBGBGB"
-35.19	"/,/,///RB,GBGBGB//,/,/,//RB,/,/RB,GBGBGBGB"
-33.1106	"/,/,///RB,GBGBGBGB//,/,/,//RB,/,/RB,"
-33.8037	"/,/,///RB,GBGBGBGB//,/,/,//RB,/,/RB,GB"
-34.4969	"/,/,///RB,GBGBGBGB//,/,/,//RB,/,/RB,GBGB"
-35.19	"/,/,///RB,GBGBGBGB//,/,/,//RB,/,/RB,GBGBGB"
-35.8832	"/,/,///RB,GBGBGBGB//,/,/,//RB,/,/RB,GBGBGBGB"
-33.8037	"/,/,///RB,GBGBGBGBGB//,/,/,//RB,/,/RB,"
-34.4969	"/,/,///RB,GBGBGBGBGB//,/,/,//RB,/,/RB,GB"
-35.19	"/,/,///RB,GBGBGBGBGB//,/,/,//RB,/,/RB,GBGB"
-34.4969	"/,/,///RB,GBGBGBGBGBGB//,/,/,//RB,/,/RB,"
-35.19	"/,/,///RB,GBGBGBGBGBGB//,/,/,//RB,/,/RB,GB"
-35.8832	"/,/,///RB,GBGBGBGBGBGB//,/,/,//RB,/,/RB,GBGB"
-35.19	"/,/,///RB,GBGBGBGBGBGBGB//,/,/,//RB,/,/RB,"
-34.9023	"/,/,G/,//RB//,/RB,GB/,/RB,GB/,/RB,"
-35.5955	"/,/,G/,//RB//,/RB,GB/,/RB,GB/,/RB,GB"
-36.2886	"/,/,G/,//RB//,/RB,GB/,/RB,GB/,/RB,GBGB"
-36.9818	"/,/,G/,//RB//,/RB,GB/,/RB,GB/,/RB,GBGBGB"
-37.6749	"/,/,G/,//RB//,/RB,GB/,/RB,GB/,/RB,GBGBGBGB"
-35.5955	"/,/,G/,//RB//,/RB,GB/,/RB,GBGB/,/RB,"
-36.2886	"/,/,G/,//RB//,/RB,GB/,/RB,GBGB/,/RB,GB"
-36.9818	"/,/,G/,//RB//,/RB,GB/,/RB,GBGB/,/RB,GBGB"
-37.6749	"/,/,G/,//RB//,/RB,GB/,/RB,GBGB/,/RB,GBGBGB"
-36.2886	"/,/,G/,//RB//,/RB,GB/,/RB,GBGBGB/,/RB,"
-36.9818	"/,/,G/,//RB//,/RB,GB/,/RB,GBGBGB/,/RB,GB"
-37.6749	"/,/,G/,//RB//,/RB,GB/,/RB,GBGBGB/,/RB,GBGB"
-36.9818	"/,/,G/,//RB//,/RB,GB/,/RB,GBGBGBGB/,/RB,"
-37.6749	"/,/,G/,//RB//,/RB,GB/,/RB,GBGBGBGBGB/,/RB,"
-35.5955	"/,/,G/,//RB//,/RB,GBGB/,/RB,GB/,/RB,"
-36.2886	"/,/,G/,//RB//,/RB,GBGB/,/RB,GB/,/RB,GB"
-36.9818	"/,/,G/,//RB//,/RB,GBGB/,/RB,GB/,/RB,GBGB"
-36.2886	"/,/,G/,//RB//,/RB,GBGB/,/RB,GBGB/,/RB,"
-36.9818	"/,/,G/,//RB//,/RB,GBGB/,/RB,GBGB/,/RB,GB"
-36.9818	"/,/,G/,//RB//,/RB,GBGB/,/RB,GBGBGB/,/RB,"
-37.6749	"/,/,G/,//RB//,/RB,GBGB/,/RB,GBGBGB/,/RB,GB"
-36.2886	"/,/,G/,//RB//,/RB,GBGBGB/,/RB,GB/,/RB,"
-36.9818	"/,/,G/,//RB//,/RB,GBGBGB/,/RB,GB/,/RB,GB"
-36.9818	"/,/,G/,//RB//,/RB,GBGBGB/,/RB,GBGB/,/RB,"
-37.6749	"/,/,G/,//RB//,/RB,GBGBGB/,/RB,GBGB/,/RB,GB"
-37.6749	"/,/,G/,//RB//,/RB,GBGBGB/,/RB,GBGBGB/,/RB,"
-36.9818	"/,/,G/,//RB//,/RB,GBGBGBGB/,/RB,GB/,/RB,"
-34.5168	"/,/RB,GB/,/RB/GB/,/RB,GB/,/RB,GB/,/RB,GB"
-34.5168	"/,/RB/GB/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB"
-32.8229	"//,/,/,///RB,GB/,/,//RB,/,/RB,"
-33.516	"//,/,/,///RB,GB/,/,//RB,/,/RB,GB"
-34.2092	"//,/,/,///RB,GB/,/,//RB,/,/RB,GBGB"
-34.9023	"//,/,/,///RB,GB/,/,//RB,/,/RB,GBGBGB"
-35.5955	"//,/,/,///RB,GB/,/,//RB,/,/RB,GBGBGBGB"
-36.2886	"//,/,/,///RB,GB/,/,//RB,/,/RB,GBGBGBGBGB"
-36.9818	"//,/,/,///RB,GB/,/,//RB,/,/RB,GBGBGBGBGBGB"
-33.516	"//,/,/,///RB,GBGB/,/,//RB,/,/RB,"
-34.2092	"//,/,/,///RB,GBGB/,/,//RB,/,/RB,GB"
-34.9023	"//,/,/,///RB,GBGB/,/,//RB,/,/RB,GBGB"
-35.5955	"//,/,/,///RB,GBGB/,/,//RB,/,/RB,GBGBGB"
-36.2886	"//,/,/,///RB,GBGB/,/,//RB,/,/RB,GBGBGBGB"
-36.9818	"//,/,/,///RB,GBGB/,/,//RB,/,/RB,GBGBGBGBGB"
-34.2092	"//,/,/,///RB,GBGBGB/,/,//RB,/,/RB,"
-34.9023	"//,/,/,///RB,GBGBGB/,/,//RB,/,/RB,GB"
-35.5955	"//,/,/,///RB,GBGBGB/,/,//RB,/,/RB,GBGB"
-36.2886	"//,/,/,///RB,GBGBGB/,/,//RB,/,/RB,GBGBGB"
-36.9818	"//,/,/,///RB,GBGBGB/,/,//RB,/,/RB,GBGBGBGB"
-34.9023	"//,/,/,///RB,GBGBGBGB/,/,//RB,/,/RB,"
-35.5955	"//,/,/,///RB,GBGBGBGB/,/,//RB,/,/RB,GB"
-36.2886	"//,/,/,///RB,GBGBGBGB/,/,//RB,/,/RB,GBGB"
-36.9818	"//,/,/,///RB,GBGBGBGB/,/,//RB,/,/RB,GBGBGB"
-37.6749	"//,/,/,///RB,GBGBGBGB/,/,//RB,/,/RB,GBGBGBGB"
-35.5955	"//,/,/,///RB,GBGBGBGBGB/,/,//RB,/,/RB,"
-36.2886	"//,/,/,///RB,GBGBGBGBGB/,/,//RB,/,/RB,GB"
-36.9818	"//,/,/,///RB,GBGBGBGBGB/,/,//RB,/,/RB,GBGB"
-36.2886	"//,/,/,///RB,GBGBGBGBGBGB/,/,//RB,/,/RB,"
-36.9818	"//,/,/,///RB,GBGBGBGBGBGB/,/,//RB,/,/RB,GB"
-37.6749	"//,/,/,///RB,GBGBGBGBGBGB/,/,//RB,/,/RB,GBGB"
-36.9818	"//,/,/,///RB,GBGBGBGBGBGBGB/,/,//RB,/,/RB,"
-34.9023	"//,/,//RB,/,/RB,GB/,/RB,GB/,/RB,"
-35.5955	"//,/,//RB,/,/RB,GB/,/RB,GB/,/RB,GB"
-36.2886	"//,/,//RB,/,/RB,GB/,/RB,GB/,/RB,GBGB"
-36.9818	"//,/,//RB,/,/RB,GB/,/RB,GB/,/RB,GBGBGB"
-35.5955	"//,/,//RB,/,/RB,GB/,/RB,GBGB/,/RB,"
-36.2886	"//,/,//RB,/,/RB,GB/,/RB,GBGB/,/RB,GB"
-36.9818	"//,/,//RB,/,/RB,GB/,/RB,GBGB/,/RB,GBGB"
-36.2886	"//,/,//RB,/,/RB,GB/,/RB,GBGBGB/,/RB,"
-36.9818	"//,/,//RB,/,/RB,GB/,/RB,GBGBGB/,/RB,GB"
-36.9818	"//,/,//RB,/,/RB,GB/,/RB,GBGBGBGB/,/RB,"
-35.5955	"//,/,//RB,/,/RB,GBGB/,/RB,GB/,/RB,"
-36.2886	"//,/,//RB,/,/RB,GBGB/,/RB,GB/,/RB,GB"
-36.9818	"//,/,//RB,/,/RB,GBGB/,/RB,GB/,/RB,GBGB"
-36.2886	"//,/,//RB,/,/RB,GBGB/,/RB,GBGB/,/RB,"
-36.9818	"//,/,//RB,/,/RB,GBGB/,/RB,GBGB/,/RB,GB"
