binli@binli-HP-Z420-Workstation:~/Desktop/BinCalGitDir/Fleet/Models/KidAlgo$ ./main --alphabet=BRG --data=/RB,GB/\;/RB,GB/,/RB,GB/\;/RB,GB/,/RB,GB/,/RB,GB/ --threads=4 --top=10000 --time=1h
-27.5807	"/RB,/,/RB,GB/,/RB,/,/RB,/,/RB,GBGB"
-26.8875	"/RB,/,/RB,GB/,/RB,/,/RB,GB/,/RB,"
-27.5807	"/RB,/,/RB,GB/,/RB,/,/RB,GB/,/RB,GB"
-27.5807	"/RB,/,/RB,GB/,/RB,/,/RB,GBGB/,/RB,"
-28.2741	"/RB,/,/RB,GB/,/RB,/,/RB,GBGBGB/,/RB,"
-26.8875	"/RB,/,/RB,GB/,/RB,GB/,/RB,/,/RB,"
-27.5807	"/RB,/,/RB,GB/,/RB,GB/,/RB,/,/RB,GB"
-27.5807	"/RB,/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,"
-27.5807	"/RB,/,/RB,GB/,/RB,GBGB/,/RB,/,/RB,"
-36.5197	"/RB,/,/RB,GB/,/RB,GBGBGB/,/RB,/,/RB,"
-26.8875	"/RB,/,/RB,GBGB/,/RB,/,/RB,/,/RB,"
-27.5807	"/RB,/,/RB,GBGB/,/RB,/,/RB,/,/RB,GB"
-27.5807	"/RB,/,/RB,GBGB/,/RB,/,/RB,GB/,/RB,"
-36.5197	"/RB,/,/RB,GBGB/,/RB,/,/RB,GB/,/RB,GB"
-27.5807	"/RB,/,/RB,GBGB/,/RB,GB/,/RB,/,/RB,"
-36.5197	"/RB,/,/RB,GBGB/,/RB,GB/,/RB,GB/,/RB,"
-36.5197	"/RB,/,/RB,GBGB/,/RB,GBGB/,/RB,/,/RB,"
-27.5807	"/RB,/,/RB,GBGBGB/,/RB,/,/RB,/,/RB,"
-28.2741	"/RB,/,/RB,GBGBGBGB/,/RB,/,/RB,/,/RB,"
-26.1944	"/RB,GB/,/RB,/,/RB,/,/RB,/,/RB,"
-26.8875	"/RB,GB/,/RB,/,/RB,/,/RB,/,/RB,GB"
-27.5807	"/RB,GB/,/RB,/,/RB,/,/RB,/,/RB,GBGB"
-26.8875	"/RB,GB/,/RB,/,/RB,/,/RB,GB/,/RB,"
-27.5807	"/RB,GB/,/RB,/,/RB,/,/RB,GB/,/RB,GB"
-27.5807	"/RB,GB/,/RB,/,/RB,/,/RB,GBGB/,/RB,"
-26.8875	"/RB,GB/,/RB,/,/RB,GB/,/RB,/,/RB,"
-27.5807	"/RB,GB/,/RB,/,/RB,GB/,/RB,/,/RB,GB"
-27.5807	"/RB,GB/,/RB,/,/RB,GB/,/RB,GB/,/RB,"
-27.5807	"/RB,GB/,/RB,/,/RB,GBGB/,/RB,/,/RB,"
-26.8875	"/RB,GB/,/RB,GB/,/RB,/,/RB,/,/RB,"
-27.5807	"/RB,GB/,/RB,GB/,/RB,/,/RB,/,/RB,GB"
-27.5807	"/RB,GB/,/RB,GB/,/RB,/,/RB,GB/,/RB,"
-27.5807	"/RB,GB/,/RB,GB/,/RB,GB/,/RB,/,/RB,"
-31.4456	"/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,"
-3.52361	"/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB"
-21.1899	"/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB////"
-31.7763	"/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB"
-15.7084	"/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB/,B/RB,GB"
-23.6824	"/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB/,G/RB,GB"
-31.7763	"/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB"
-31.7763	"/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB"
-33.1626	"/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB"
-15.7083	"/RB,GB/,/RB,GB/,/RB,GB/,B/RB,GB/,/RB,GB"
-15.7084	"/RB,GB/,/RB,GB/,/RB,GB/,B/RB,GB/,B/RB,GB"
-23.3453	"/RB,GB/,/RB,GB/,/RB,GB/,G/RB,GB/,/RB,GB"
-23.788	"/RB,GB/,/RB,GB/,/RB,GB/,G/RB,GB/,G/RB,GB"
-31.7763	"/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB"
-31.7763	"/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB"
-33.1626	"/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB"
-31.7763	"/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB"
-33.1626	"/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB"
-33.1626	"/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB"
-33.1626	"/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB"
-34.5489	"/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB"
-15.7083	"/RB,GB/,/RB,GB/,B/RB,GB/,/RB,GB/,/RB,GB"
-15.7083	"/RB,GB/,/RB,GB/,B/RB,GB/,/RB,GB/,B/RB,GB"
-15.7083	"/RB,GB/,/RB,GB/,B/RB,GB/,B/RB,GB/,/RB,GB"
-15.7084	"/RB,GB/,/RB,GB/,B/RB,GB/,B/RB,GB/,B/RB,GB"
-23.4997	"/RB,GB/,/RB,GB/,G/RB,GB/,/RB,GB/,/RB,GB"
-23.5424	"/RB,GB/,/RB,GB/,G/RB,GB/,/RB,GB/,G/RB,GB"
-23.3817	"/RB,GB/,/RB,GB/,G/RB,GB/,G/RB,GB/,/RB,GB"
-23.788	"/RB,GB/,/RB,GB/,G/RB,GB/,G/RB,GB/,G/RB,GB"
-27.5807	"/RB,GB/,/RB,GBGB/,/RB,/,/RB,/,/RB,"
-28.2741	"/RB,GB/,/RB,GBGB/,/RB,/,/RB,/,/RB,GB"
-31.7763	"/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB"
-31.7763	"/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB"
-33.1626	"/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB"
-31.7763	"/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB"
-33.1626	"/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB"
-33.1626	"/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB"
-33.1626	"/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB"
-34.5489	"/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB"
-31.7763	"/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB"
-33.1626	"/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB"
-33.1626	"/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB"
-33.1626	"/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB"
-34.5489	"/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB"
-33.1626	"/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB"
-33.1626	"/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB"
-34.5489	"/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB"
-33.1626	"/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB"
-34.5489	"/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB"
-34.5489	"/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB"
-34.5489	"/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB"
-15.7083	"/RB,GB/,B/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB"
-15.7084	"/RB,GB/,B/RB,GB/,/RB,GB/,/RB,GB/,B/RB,GB"
-15.7083	"/RB,GB/,B/RB,GB/,/RB,GB/,B/RB,GB/,/RB,GB"
-15.7084	"/RB,GB/,B/RB,GB/,/RB,GB/,B/RB,GB/,B/RB,GB"
-15.7083	"/RB,GB/,B/RB,GB/,B/RB,GB/,/RB,GB/,/RB,GB"
-15.7083	"/RB,GB/,B/RB,GB/,B/RB,GB/,/RB,GB/,B/RB,GB"
-15.7083	"/RB,GB/,B/RB,GB/,B/RB,GB/,B/RB,GB/,/RB,GB"
-15.7084	"/RB,GB/,B/RB,GB/,B/RB,GB/,B/RB,GB/,B/RB,GB"
-23.4588	"/RB,GB/,G/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB"
-23.5869	"/RB,GB/,G/RB,GB/,/RB,GB/,/RB,GB/,G/RB,GB"
-23.3453	"/RB,GB/,G/RB,GB/,/RB,GB/,G/RB,GB/,/RB,GB"
-23.788	"/RB,GB/,G/RB,GB/,/RB,GB/,G/RB,GB/,G/RB,GB"
-23.5424	"/RB,GB/,G/RB,GB/,G/RB,GB/,/RB,GB/,/RB,GB"
-23.5424	"/RB,GB/,G/RB,GB/,G/RB,GB/,/RB,GB/,G/RB,GB"
-23.3817	"/RB,GB/,G/RB,GB/,G/RB,GB/,G/RB,GB/,/RB,GB"
-23.788	"/RB,GB/,G/RB,GB/,G/RB,GB/,G/RB,GB/,G/RB,GB"
-26.8875	"/RB,GBGB/,/RB,/,/RB,/,/RB,/,/RB,"
-27.5807	"/RB,GBGB/,/RB,/,/RB,/,/RB,/,/RB,GB"
-27.5807	"/RB,GBGB/,/RB,/,/RB,/,/RB,GB/,/RB,"
-27.5807	"/RB,GBGB/,/RB,/,/RB,GB/,/RB,/,/RB,"
-36.5197	"/RB,GBGB/,/RB,/,/RB,GB/,/RB,/,/RB,GB"
-27.5807	"/RB,GBGB/,/RB,GB/,/RB,/,/RB,/,/RB,"
-27.5807	"/RB,GBGBGB/,/RB,/,/RB,/,/RB,/,/RB,"
-36.5197	"/RB,GBGBGB/,/RB,/,/RB,GB/,/RB,/,/RB,"
-31.7763	"/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB"
-31.7763	"/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB"
-33.1626	"/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB"
-31.7763	"/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB"
-33.1626	"/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB"
-33.1626	"/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB"
-33.1626	"/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB"
-34.5489	"/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB"
-31.7763	"/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB"
-33.1626	"/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB"
-33.1626	"/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB"
-33.1626	"/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB"
-34.5489	"/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB"
-33.1626	"/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB"
-33.1626	"/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB"
-34.5489	"/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB"
-33.1626	"/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB"
-34.5489	"/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB"
-34.5489	"/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB"
-34.5489	"/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB"
-31.7763	"/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB"
-33.1626	"/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB"
-33.1626	"/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB"
-33.1626	"/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB"
-34.5489	"/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB"
-33.1626	"/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB"
-33.1626	"/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB"
-34.5489	"/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB"
-33.1626	"/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB"
-34.5489	"/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB"
-34.5489	"/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB"
-34.5489	"/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB"
-33.1626	"/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB/,/RBRGB"
-33.1626	"/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RB,GB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB"
-33.1626	"/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RB,GB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB"
-33.1626	"/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RB,GB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB/,/RBRGB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB/,/RBRGB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RBRGB/,/RB,GB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB/,/RBRGB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RBRGB/,/RB,GB"
-34.5489	"/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RBRGB/,/RB,GB/,/RB,GB"
-32.4155	"B,B/RB//,/RB,GB/,/RB,GB/,/RB,GB/,/RB,"
-36.9626	"B,B/RBB/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,"
-24.9233	"B,GB/,/RB,GB/,/RB,GB/,/RB,GB/,/RB,GB"
-30.7716	"B///B,B/,/B,B///RB,GB//B,B/,/B,B//RBB/,/RB,"
-31.4648	"B///B,B/,/B,B///RB,GB//B,B/,/B,B//RBB/,/RB,GB"
-32.1579	"B///B,B/,/B,B///RB,GB//B,B/,/B,B//RBB/,/RB,GBGB"
-32.8511	"B///B,B/,/B,B///RB,GB//B,B/,/B,B//RBB/,/RB,GBGBGB"
-33.5442	"B///B,B/,/B,B///RB,GB//B,B/,/B,B//RBB/,/RB,GBGBGBGB"
-34.2374	"B///B,B/,/B,B///RB,GB//B,B/,/B,B//RBB/,/RB,GBGBGBGBGB"
-34.9305	"B///B,B/,/B,B///RB,GB//B,B/,/B,B//RBB/,/RB,GBGBGBGBGBGB"
-31.4648	"B///B,B/,/B,B///RB,GBGB//B,B/,/B,B//RBB/,/RB,"
-32.1579	"B///B,B/,/B,B///RB,GBGB//B,B/,/B,B//RBB/,/RB,GB"
-32.8511	"B///B,B/,/B,B///RB,GBGB//B,B/,/B,B//RBB/,/RB,GBGB"
-33.5442	"B///B,B/,/B,B///RB,GBGB//B,B/,/B,B//RBB/,/RB,GBGBGB"
-34.2374	"B///B,B/,/B,B///RB,GBGB//B,B/,/B,B//RBB/,/RB,GBGBGBGB"
-34.9305	"B///B,B/,/B,B///RB,GBGB//B,B/,/B,B//RBB/,/RB,GBGBGBGBGB"
-32.1579	"B///B,B/,/B,B///RB,GBGBGB//B,B/,/B,B//RBB/,/RB,"
-32.8511	"B///B,B/,/B,B///RB,GBGBGB//B,B/,/B,B//RBB/,/RB,GB"
-33.5442	"B///B,B/,/B,B///RB,GBGBGB//B,B/,/B,B//RBB/,/RB,GBGB"
-34.2374	"B///B,B/,/B,B///RB,GBGBGB//B,B/,/B,B//RBB/,/RB,GBGBGB"
-34.9305	"B///B,B/,/B,B///RB,GBGBGB//B,B/,/B,B//RBB/,/RB,GBGBGBGB"
-32.8511	"B///B,B/,/B,B///RB,GBGBGBGB//B,B/,/B,B//RBB/,/RB,"
-33.5442	"B///B,B/,/B,B///RB,GBGBGBGB//B,B/,/B,B//RBB/,/RB,GB"
-34.2374	"B///B,B/,/B,B///RB,GBGBGBGB//B,B/,/B,B//RBB/,/RB,GBGB"
-34.9305	"B///B,B/,/B,B///RB,GBGBGBGB//B,B/,/B,B//RBB/,/RB,GBGBGB"
-35.6236	"B///B,B/,/B,B///RB,GBGBGBGB//B,B/,/B,B//RBB/,/RB,GBGBGBGB"
-33.5442	"B///B,B/,/B,B///RB,GBGBGBGBGB//B,B/,/B,B//RBB/,/RB,"
-34.2374	"B///B,B/,/B,B///RB,GBGBGBGBGB//B,B/,/B,B//RBB/,/RB,GB"
-34.9305	"B///B,B/,/B,B///RB,GBGBGBGBGB//B,B/,/B,B//RBB/,/RB,GBGB"
-34.2374	"B///B,B/,/B,B///RB,GBGBGBGBGBGB//B,B/,/B,B//RBB/,/RB,"
-34.9305	"B///B,B/,/B,B///RB,GBGBGBGBGBGB//B,B/,/B,B//RBB/,/RB,GB"
-35.6236	"B///B,B/,/B,B///RB,GBGBGBGBGBGB//B,B/,/B,B//RBB/,/RB,GBGB"
-34.9305	"B///B,B/,/B,B///RB,GBGBGBGBGBGBGB//B,B/,/B,B//RBB/,/RB,"
-31.6189	"B///G,B/,/G,B///RB,GB//G,B/,/G,B//RBG/,/RB,"
-32.3121	"B///G,B/,/G,B///RB,GB//G,B/,/G,B//RBG/,/RB,GB"
-33.0052	"B///G,B/,/G,B///RB,GB//G,B/,/G,B//RBG/,/RB,GBGB"
-33.6984	"B///G,B/,/G,B///RB,GB//G,B/,/G,B//RBG/,/RB,GBGBGB"
-34.3915	"B///G,B/,/G,B///RB,GB//G,B/,/G,B//RBG/,/RB,GBGBGBGB"
-35.0846	"B///G,B/,/G,B///RB,GB//G,B/,/G,B//RBG/,/RB,GBGBGBGBGB"
-35.7778	"B///G,B/,/G,B///RB,GB//G,B/,/G,B//RBG/,/RB,GBGBGBGBGBGB"
-32.3121	"B///G,B/,/G,B///RB,GBGB//G,B/,/G,B//RBG/,/RB,"
-33.0052	"B///G,B/,/G,B///RB,GBGB//G,B/,/G,B//RBG/,/RB,GB"
-33.6984	"B///G,B/,/G,B///RB,GBGB//G,B/,/G,B//RBG/,/RB,GBGB"
-34.3915	"B///G,B/,/G,B///RB,GBGB//G,B/,/G,B//RBG/,/RB,GBGBGB"
-35.0846	"B///G,B/,/G,B///RB,GBGB//G,B/,/G,B//RBG/,/RB,GBGBGBGB"
-35.7778	"B///G,B/,/G,B///RB,GBGB//G,B/,/G,B//RBG/,/RB,GBGBGBGBGB"
-33.0052	"B///G,B/,/G,B///RB,GBGBGB//G,B/,/G,B//RBG/,/RB,"
-33.6984	"B///G,B/,/G,B///RB,GBGBGB//G,B/,/G,B//RBG/,/RB,GB"
-34.3915	"B///G,B/,/G,B///RB,GBGBGB//G,B/,/G,B//RBG/,/RB,GBGB"
-35.0846	"B///G,B/,/G,B///RB,GBGBGB//G,B/,/G,B//RBG/,/RB,GBGBGB"
-35.7778	"B///G,B/,/G,B///RB,GBGBGB//G,B/,/G,B//RBG/,/RB,GBGBGBGB"
-33.6984	"B///G,B/,/G,B///RB,GBGBGBGB//G,B/,/G,B//RBG/,/RB,"
-34.3915	"B///G,B/,/G,B///RB,GBGBGBGB//G,B/,/G,B//RBG/,/RB,GB"
-35.0846	"B///G,B/,/G,B///RB,GBGBGBGB//G,B/,/G,B//RBG/,/RB,GBGB"
-35.7778	"B///G,B/,/G,B///RB,GBGBGBGB//G,B/,/G,B//RBG/,/RB,GBGBGB"
-36.4709	"B///G,B/,/G,B///RB,GBGBGBGB//G,B/,/G,B//RBG/,/RB,GBGBGBGB"
-34.3915	"B///G,B/,/G,B///RB,GBGBGBGBGB//G,B/,/G,B//RBG/,/RB,"
-35.0846	"B///G,B/,/G,B///RB,GBGBGBGBGB//G,B/,/G,B//RBG/,/RB,GB"
-35.7778	"B///G,B/,/G,B///RB,GBGBGBGBGB//G,B/,/G,B//RBG/,/RB,GBGB"
-35.0846	"B///G,B/,/G,B///RB,GBGBGBGBGBGB//G,B/,/G,B//RBG/,/RB,"
-35.7778	"B///G,B/,/G,B///RB,GBGBGBGBGBGB//G,B/,/G,B//RBG/,/RB,GB"
-36.4709	"B///G,B/,/G,B///RB,GBGBGBGBGBGB//G,B/,/G,B//RBG/,/RB,GBGB"
-35.7778	"B///G,B/,/G,B///RB,GBGBGBGBGBGBGB//G,B/,/G,B//RBG/,/RB,"
-31.6189	"B///R,B/,/R,B///RB,GB//R,B/,/R,B//RBR/,/RB,"
-32.3121	"B///R,B/,/R,B///RB,GB//R,B/,/R,B//RBR/,/RB,GB"
-33.0052	"B///R,B/,/R,B///RB,GB//R,B/,/R,B//RBR/,/RB,GBGB"
-33.6984	"B///R,B/,/R,B///RB,GB//R,B/,/R,B//RBR/,/RB,GBGBGB"
-34.3915	"B///R,B/,/R,B///RB,GB//R,B/,/R,B//RBR/,/RB,GBGBGBGB"
-35.0846	"B///R,B/,/R,B///RB,GB//R,B/,/R,B//RBR/,/RB,GBGBGBGBGB"
-35.7778	"B///R,B/,/R,B///RB,GB//R,B/,/R,B//RBR/,/RB,GBGBGBGBGBGB"
-32.3121	"B///R,B/,/R,B///RB,GBGB//R,B/,/R,B//RBR/,/RB,"
-33.0052	"B///R,B/,/R,B///RB,GBGB//R,B/,/R,B//RBR/,/RB,GB"
-33.6984	"B///R,B/,/R,B///RB,GBGB//R,B/,/R,B//RBR/,/RB,GBGB"
-34.3915	"B///R,B/,/R,B///RB,GBGB//R,B/,/R,B//RBR/,/RB,GBGBGB"
-35.0846	"B///R,B/,/R,B///RB,GBGB//R,B/,/R,B//RBR/,/RB,GBGBGBGB"
-35.7778	"B///R,B/,/R,B///RB,GBGB//R,B/,/R,B//RBR/,/RB,GBGBGBGBGB"
-33.0052	"B///R,B/,/R,B///RB,GBGBGB//R,B/,/R,B//RBR/,/RB,"
-33.6984	"B///R,B/,/R,B///RB,GBGBGB//R,B/,/R,B//RBR/,/RB,GB"
-34.3915	"B///R,B/,/R,B///RB,GBGBGB//R,B/,/R,B//RBR/,/RB,GBGB"
-35.0846	"B///R,B/,/R,B///RB,GBGBGB//R,B/,/R,B//RBR/,/RB,GBGBGB"
-35.7778	"B///R,B/,/R,B///RB,GBGBGB//R,B/,/R,B//RBR/,/RB,GBGBGBGB"
-33.6984	"B///R,B/,/R,B///RB,GBGBGBGB//R,B/,/R,B//RBR/,/RB,"
-34.3915	"B///R,B/,/R,B///RB,GBGBGBGB//R,B/,/R,B//RBR/,/RB,GB"
-35.0846	"B///R,B/,/R,B///RB,GBGBGBGB//R,B/,/R,B//RBR/,/RB,GBGB"
-35.7778	"B///R,B/,/R,B///RB,GBGBGBGB//R,B/,/R,B//RBR/,/RB,GBGBGB"
-36.4709	"B///R,B/,/R,B///RB,GBGBGBGB//R,B/,/R,B//RBR/,/RB,GBGBGBGB"
-34.3915	"B///R,B/,/R,B///RB,GBGBGBGBGB//R,B/,/R,B//RBR/,/RB,"
-35.0846	"B///R,B/,/R,B///RB,GBGBGBGBGB//R,B/,/R,B//RBR/,/RB,GB"
-35.7778	"B///R,B/,/R,B///RB,GBGBGBGBGB//R,B/,/R,B//RBR/,/RB,GBGB"
-35.0846	"B///R,B/,/R,B///RB,GBGBGBGBGBGB//R,B/,/R,B//RBR/,/RB,"
-35.7778	"B///R,B/,/R,B///RB,GBGBGBGBGBGB//R,B/,/R,B//RBR/,/RB,GB"
-36.4709	"B///R,B/,/R,B///RB,GBGBGBGBGBGB//R,B/,/R,B//RBR/,/RB,GBGB"
-35.7778	"B///R,B/,/R,B///RB,GBGBGBGBGBGBGB//R,B/,/R,B//RBR/,/RB,"
-31.1081	"B//B/,B/,B/,B///RB,GB/B/,B/,B/,B//RB//,/RB,"
-31.8012	"B//B/,B/,B/,B///RB,GB/B/,B/,B/,B//RB//,/RB,GB"
-32.4944	"B//B/,B/,B/,B///RB,GB/B/,B/,B/,B//RB//,/RB,GBGB"
-33.1875	"B//B/,B/,B/,B///RB,GB/B/,B/,B/,B//RB//,/RB,GBGBGB"
-33.8807	"B//B/,B/,B/,B///RB,GB/B/,B/,B/,B//RB//,/RB,GBGBGBGB"
-34.5738	"B//B/,B/,B/,B///RB,GB/B/,B/,B/,B//RB//,/RB,GBGBGBGBGB"
